Checked,Tags,Name,Calc. MW,RT [min],Reference m/z,Avg TIC,Calculated RI,# Adducts,MS2,MS Depth,Sample1,Sample2,blank_10,Sample49,Sample50,Sample51,Sample52,Sample55,Sample57,blank_11,Sample58,Sample59,blank_12,Sample71,blank_13,Sample77,Sample78,Sample79,Sample80,Sample81,blank_14,Sample84,blank_15,Sample87,Sample88,Sample90,Sample91,blank_1,Sample3,Sample4,Sample5,Sample6,Sample7,blank_2,Sample10,Sample12,Sample14,Sample15,blank_3,Sample19,blank_4,Sample23,blank_5,Sample27,Sample28,blank_6,Sample37,Sample38,Sample40,blank_7,Sample44,blank_8,Sample46,blank_9,QC_1,QC_2,QC_3,QC_4,QC_8,QC_9,QC_10,QC_11,QC_12,QC_13,QC_14,QC_15,QC_5,QC_6,QC_7,tracers_1,tracers_2,tracers_3,tracers_4,tracers_5
False,,,147.98898,5.714,134.10912,6931,1087.0,1,No MS2,1,,1910.0,1302.0,,2564.0,1295.0,6750.0,2257.0,,,1822.0,742.0,4530.0,841.0,11556.0,2039.0,,3697.0,4844.0,2161.0,1558.0,,,2313.0,3421.0,5733.0,19523.0,3230.0,3766.0,1637.0,556.0,3984.0,6573.0,,,455.0,759.0,1251.0,,4340.0,2098.0,,984.0,,,,3339.0,2310.0,6284.0,1606.0,811.0,961.0,,,2096.0,6076.0,1093.0,,1124.0,2025.0,,1043.0,1771.0,1992.0,,694.0,596.0,2645.0,1195.0,,,,,
False,,,106.07829,5.716,126.12787,13757,1086.0,2,No MS2,1,,,,,,173.0,,1009.0,,,,1563.0,2269.0,307.0,5275.0,,,7895.0,2770.0,401.0,604.0,,,11305.0,3980.0,3487.0,6237.0,,4299.0,1462.0,,502.0,600.0,,,,3508.0,,,11892.0,,1043.0,,,,,4883.0,1730.0,1995.0,2054.0,,,,,1276.0,10257.0,838.0,,,3053.0,,,569.0,4822.0,,,1199.0,9793.0,,,1755.0,,,
False,,,125.12056,5.717,126.12784,6040,1087.0,2,No MS2,1,9809.0,,,,,173.0,,1009.0,8722.0,,79149.0,1563.0,2269.0,307.0,5275.0,,,,2770.0,401.0,604.0,,,11305.0,3980.0,3487.0,6237.0,,4299.0,1462.0,,502.0,600.0,,,,,,,,,1043.0,,,,,,1730.0,1995.0,2054.0,,,,,1276.0,,838.0,,,,,,569.0,,,,,,,847.0,1755.0,,,
False,,,106.07858,5.718,133.10152,19743,1087.0,2,No MS2,1,,,,,5773.0,7743.0,22756.0,9445.0,,,7057.0,,9777.0,1317.0,38633.0,10621.0,,,8022.0,6232.0,4150.0,,1003.0,7193.0,10462.0,20766.0,73685.0,6752.0,13248.0,4798.0,1665.0,14977.0,24152.0,4326.0,2114.0,1317.0,,4641.0,2053.0,9881.0,6739.0,4888.0,1667.0,1663.0,,1723.0,10627.0,7024.0,,3261.0,2781.0,1866.0,,,6059.0,24896.0,3227.0,,2216.0,7978.0,,2852.0,5105.0,5012.0,1474.0,,,6984.0,,,,,,
False,,,112.08876,5.719,141.12744,152008,1087.0,3,No MS2,1,1715.0,8307.0,8033.0,1205.0,26943.0,2271.0,7973.0,4524.0,1599.0,1087.0,,7436.0,12443.0,879.0,,4889.0,,24680.0,17144.0,3566.0,13334.0,,3909.0,12260.0,37394.0,38502.0,55394.0,,,4349.0,2196.0,3647.0,6876.0,6847.0,,1326.0,7527.0,,,9046.0,8790.0,10273.0,5552.0,,674.0,1217.0,11835.0,,5626.0,3810.0,3548.0,1442.0,478.0,2261.0,,21129.0,,3448.0,1636.0,5618.0,1096.0,2421.0,2901.0,10084.0,1225.0,3652.0,15426.0,8576.0,8031.0,69352.0,,20969.0,13560.0,
False,,,86.07335,5.719,134.10921,8188,1087.0,3,No MS2,1,,1910.0,1302.0,,2564.0,1295.0,6750.0,2257.0,,,1822.0,742.0,4530.0,,11556.0,2039.0,,3697.0,4844.0,2161.0,1558.0,,,2313.0,3421.0,5733.0,19523.0,3230.0,3766.0,1637.0,556.0,3984.0,6573.0,,,455.0,759.0,1251.0,,4340.0,2098.0,,984.0,,,,3339.0,2310.0,6284.0,1606.0,811.0,961.0,,,2096.0,6076.0,1093.0,,,2025.0,,1043.0,1771.0,1992.0,,694.0,596.0,2645.0,1195.0,,,716.0,,
False,,,100.08902,5.72,101.0963,19124,1088.0,2,No MS2,1,154.0,1074.0,,,3099.0,,5609.0,,,,2284.0,741.0,1546.0,141.0,2129.0,1340.0,,22418.0,5015.0,4065.0,8128.0,1724.0,2269.0,4862.0,18005.0,18622.0,23979.0,804.0,11829.0,4452.0,,986.0,,1439.0,490.0,,1445.0,,159.0,,1740.0,1643.0,1165.0,218.0,,319.0,,1083.0,,840.0,334.0,493.0,,364.0,782.0,3025.0,489.0,533.0,,1248.0,,432.0,478.0,,,,2336.0,1483.0,1192.0,9742.0,4443.0,2223.0,1125.0,
False,,,134.10974,5.72,135.11702,12914,1088.0,1,No MS2,1,,,,,8467.0,7238.0,16048.0,7048.0,,,,,,1326.0,,,,102692.0,10197.0,10635.0,,3572.0,,,,,,,,13156.0,2451.0,,21453.0,3895.0,,1008.0,4607.0,5014.0,2848.0,9246.0,,,2160.0,,1453.0,3133.0,14614.0,8645.0,,5445.0,,2234.0,,,8252.0,23945.0,,,,,,2557.0,4856.0,,2410.0,,,,,,1571.0,,,
False,,,56.06257,5.728,141.12761,53141,1090.0,2,No MS2,1,1715.0,10637.0,5494.0,1205.0,28559.0,2271.0,7973.0,5636.0,1599.0,1087.0,19221.0,7436.0,16060.0,879.0,12604.0,4889.0,,24680.0,8211.0,3566.0,6895.0,1900.0,3909.0,7269.0,37394.0,38502.0,55394.0,5484.0,11409.0,4349.0,2196.0,4144.0,7709.0,8980.0,3207.0,1326.0,7566.0,10223.0,2923.0,15041.0,9690.0,11946.0,6135.0,5617.0,674.0,1217.0,11835.0,5899.0,5626.0,3793.0,3772.0,1442.0,478.0,2261.0,5349.0,21204.0,4437.0,3448.0,1636.0,5618.0,1096.0,2421.0,2901.0,10084.0,1225.0,3652.0,14726.0,8576.0,8191.0,69352.0,30197.0,20969.0,10655.0,6651.0
False,,,170.16712,5.729,125.13257,98072,1090.0,1,No MS2,1,1988.0,8766.0,10412.0,1383.0,25342.0,1869.0,10514.0,4117.0,1449.0,1820.0,15454.0,,13574.0,1474.0,16712.0,4170.0,,10213.0,6747.0,3109.0,4290.0,2319.0,2370.0,3810.0,7187.0,7901.0,15983.0,4150.0,6654.0,,2826.0,3633.0,6116.0,6456.0,2645.0,1175.0,5305.0,10193.0,3811.0,19186.0,7583.0,9286.0,5857.0,5701.0,1135.0,2389.0,13731.0,4558.0,4334.0,3500.0,4955.0,2218.0,1329.0,2592.0,4618.0,22338.0,3650.0,2667.0,1867.0,5163.0,1273.0,1934.0,2642.0,7389.0,1793.0,4000.0,14107.0,4569.0,6326.0,,,,2802.0,1698.0
False,,,124.1252,5.731,123.11694,99310,1091.0,3,No MS2,1,6059.0,82432.0,41882.0,5386.0,118523.0,7339.0,72110.0,18202.0,3841.0,4191.0,155780.0,8581.0,53319.0,5658.0,73740.0,18417.0,,280442.0,221365.0,19656.0,37169.0,10931.0,13868.0,42310.0,78380.0,291141.0,536335.0,21577.0,76014.0,23556.0,6469.0,13224.0,25822.0,19925.0,11592.0,4056.0,20079.0,49735.0,10015.0,166845.0,26684.0,37220.0,20345.0,19506.0,4301.0,6769.0,55457.0,17702.0,14946.0,9144.0,15802.0,4532.0,4724.0,8325.0,14786.0,120081.0,12447.0,8190.0,7207.0,22216.0,4300.0,5101.0,10500.0,35640.0,5496.0,11395.0,58741.0,25534.0,23780.0,68161.0,121831.0,25838.0,14783.0,11448.0
False,,,142.13599,5.735,123.11702,190066,1091.0,3,No MS2,1,6059.0,82432.0,41882.0,5386.0,118523.0,7339.0,72110.0,18202.0,3841.0,4191.0,155780.0,8581.0,53319.0,5658.0,73740.0,18417.0,,280442.0,221365.0,,37169.0,10931.0,13868.0,42310.0,,291141.0,536335.0,21577.0,76014.0,23556.0,,13224.0,25822.0,19925.0,11592.0,4056.0,20079.0,49735.0,10015.0,166845.0,26684.0,37220.0,20345.0,19506.0,4301.0,6769.0,55457.0,17702.0,14946.0,9144.0,15802.0,4532.0,4724.0,8325.0,14786.0,120081.0,12447.0,8190.0,7207.0,22216.0,4300.0,5101.0,10500.0,35640.0,5496.0,11395.0,58741.0,25534.0,23780.0,68161.0,121831.0,25838.0,14783.0,11448.0
False,,,146.01352,5.737,147.0208,4493,1092.0,1,No MS2,1,,4783.0,,,5193.0,1906.0,,,,,7181.0,,,,,,,,,,,,,6308.0,6124.0,,15077.0,,,3589.0,,,6315.0,,,,,7668.0,,22304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,,164.15677,5.738,85.06493,34346,1092.0,1,No MS2,1,,6866.0,,,7533.0,,9910.0,1908.0,,575.0,16401.0,1106.0,,2177.0,6291.0,4543.0,,218599.0,,,,5437.0,4872.0,,,,,,,,,,3793.0,,,,,6293.0,,,3950.0,,,481.0,19037.0,,,4887.0,5205.0,1285.0,2241.0,1554.0,1126.0,2737.0,,,,1568.0,1935.0,,1750.0,,1165.0,,1303.0,5732.0,4240.0,22944.0,6686.0,31830.0,12843.0,4689.0,1645.0,1002.0
False,,,97.09754,5.739,57.06992,64387,1092.0,1,No MS2,1,2714.0,,,2671.0,64297.0,5496.0,23055.0,5595.0,2491.0,2212.0,64972.0,,29220.0,2388.0,52074.0,,,117323.0,61912.0,,13175.0,5320.0,9132.0,19524.0,94478.0,102916.0,193848.0,10410.0,28972.0,15539.0,,8412.0,8728.0,13389.0,6251.0,2538.0,11799.0,,5030.0,58437.0,14895.0,24605.0,9872.0,12046.0,2088.0,4638.0,41709.0,6694.0,,3842.0,7133.0,3910.0,2261.0,5076.0,7885.0,36187.0,6868.0,4642.0,4254.0,8674.0,1631.0,3736.0,4774.0,20786.0,3276.0,5103.0,35499.0,10142.0,13707.0,900899.0,568265.0,231988.0,,58382.0
False,,,95.08631,5.74,125.13284,16376,1093.0,2,No MS2,1,,8766.0,10412.0,1383.0,25342.0,1869.0,10514.0,4117.0,1449.0,1820.0,15454.0,7836.0,13574.0,,16712.0,4170.0,,10213.0,6747.0,3109.0,4290.0,2319.0,2370.0,3810.0,7187.0,7901.0,15983.0,4150.0,6654.0,2648.0,2826.0,3633.0,6116.0,6456.0,2645.0,1175.0,5305.0,10193.0,3811.0,19186.0,7583.0,9286.0,5857.0,5701.0,1135.0,2389.0,13731.0,4558.0,4334.0,3500.0,4955.0,2218.0,1329.0,2592.0,4618.0,22338.0,3650.0,2667.0,1867.0,5163.0,1273.0,1934.0,2642.0,7389.0,1793.0,4000.0,14107.0,4569.0,6326.0,94500.0,36191.0,17494.0,10767.0,1698.0
False,,,152.12035,5.741,69.03362,47851,1093.0,1,No MS2,1,,,,168.0,17194.0,2865.0,9894.0,4629.0,,1773.0,,,45811.0,,,8747.0,,,,10575.0,,,1238.0,,,6148.0,14282.0,535.0,51694.0,,9394.0,11298.0,16085.0,,,,,4556.0,,,,,,,,5170.0,,,,,595.0,1043.0,186.0,1898.0,,66036.0,,,,,,,,,,,56215.0,15708.0,,,,2774.0,,
False,,,147.11307,5.741,70.07327,14763,1093.0,1,No MS2,1,687.0,13939.0,,1693.0,23535.0,2317.0,6607.0,1799.0,989.0,1272.0,13802.0,,10494.0,1468.0,5112.0,2152.0,,6818.0,10581.0,1287.0,2559.0,,1296.0,2804.0,5940.0,17733.0,17375.0,3797.0,4412.0,1443.0,1607.0,1450.0,3839.0,3266.0,2125.0,,5324.0,3767.0,3076.0,7907.0,4951.0,6953.0,3241.0,3460.0,862.0,915.0,,1855.0,,2183.0,2687.0,960.0,708.0,1619.0,2980.0,12441.0,1435.0,1165.0,1682.0,3571.0,833.0,1087.0,3487.0,6174.0,,2676.0,9872.0,3255.0,4492.0,,,,,
False,,,128.00295,5.743,59.04908,9652,1093.0,1,No MS2,1,,,,,,2422.0,11356.0,4831.0,,768.0,72943.0,1225.0,10048.0,,,,,,,3983.0,,1434.0,,,,,,3022.0,,,,2677.0,7107.0,4689.0,1600.0,721.0,,,1368.0,,4774.0,5400.0,4132.0,,,,,,,,1359.0,,,1001.0,,,,2063.0,1512.0,,,,,,829.0,,,,,,,,2257.0,5567.0
False,,,92.06278,5.744,113.09627,52685,1094.0,3,No MS2,1,2586.0,15783.0,10716.0,976.0,45376.0,3357.0,,5431.0,2951.0,1429.0,16875.0,8729.0,19780.0,1497.0,17696.0,11418.0,,38681.0,9441.0,5615.0,,7823.0,2312.0,,27619.0,50482.0,53726.0,5450.0,6157.0,6471.0,3638.0,6602.0,7962.0,1536.0,4105.0,,7421.0,2735.0,953.0,10102.0,9650.0,12035.0,6592.0,1352.0,535.0,624.0,21842.0,6013.0,1578.0,4383.0,744.0,1104.0,1260.0,1305.0,5837.0,7711.0,4400.0,3159.0,3811.0,7215.0,1359.0,1176.0,2413.0,3066.0,622.0,1130.0,18294.0,2926.0,11298.0,103589.0,48047.0,2957.0,10392.0,5533.0
False,,,147.93347,5.745,122.06844,6057,1094.0,1,No MS2,1,,7411.0,10141.0,,14113.0,1928.0,7318.0,1669.0,,,14846.0,,3812.0,,4936.0,751.0,,4235.0,4997.0,1899.0,,,,4008.0,3929.0,1953.0,3734.0,,1943.0,,,,3210.0,,,,2609.0,5811.0,,18380.0,,,,,,,7812.0,,,,,,,,1241.0,9452.0,483.0,,,942.0,,,,2719.0,,,1743.0,1837.0,7479.0,45356.0,19578.0,,,
False,,,146.10983,5.745,106.07342,4635,1094.0,1,No MS2,1,391.0,,1310.0,301.0,2995.0,1900.0,17402.0,1406.0,661.0,,3422.0,,,,,,,1545.0,,705.0,,,,,,,,,,,,,,,,185.0,1936.0,7073.0,,5868.0,,995.0,,,,,2777.0,,,,505.0,,,,,,,,,,,,,,,,684.0,,1475.0,,,,454.0,
False,,,146.10968,5.746,117.0467,1887,1094.0,1,No MS2,1,,,,,1680.0,,484.0,,,,,,,,,,,594.0,20350.0,,,,,,,,893.0,,187.0,,,,,,,,,,,11404.0,,,,,,,484.0,,,,,,,,,539.0,,,,,,,,,,,,,,7468.0,4562.0,2804.0,1384.0,
False,,,124.08911,5.746,125.09639,27254,1095.0,1,No MS2,1,4020.0,22180.0,24016.0,,,1568.0,37680.0,3501.0,1716.0,622.0,64978.0,1533.0,3568.0,,11440.0,5421.0,,,12718.0,10384.0,7370.0,3134.0,3197.0,6329.0,13332.0,,,,8142.0,13475.0,,1974.0,,1269.0,1244.0,221.0,3349.0,8575.0,,9605.0,9904.0,,1976.0,,1429.0,805.0,11501.0,2107.0,4166.0,1233.0,3081.0,1695.0,,1001.0,3617.0,15996.0,,,1799.0,3673.0,680.0,,3833.0,20263.0,2214.0,4487.0,2551.0,3705.0,9265.0,1478.0,854.0,1796.0,1178.0,462.0
False,,,90.04698,5.75,125.09616,63295,1095.0,3,No MS2,1,4020.0,22180.0,24016.0,,,1568.0,37680.0,3501.0,1716.0,622.0,64978.0,1533.0,3568.0,,11440.0,5421.0,,113258.0,12718.0,10384.0,7370.0,3134.0,3197.0,6329.0,13332.0,,,,8142.0,13475.0,,1974.0,,1269.0,1244.0,221.0,3349.0,8575.0,,9605.0,9904.0,,1976.0,,1429.0,805.0,11501.0,2107.0,4166.0,1233.0,3081.0,1695.0,,1001.0,3617.0,15996.0,,,,3673.0,,,3833.0,20263.0,2214.0,4487.0,2551.0,3705.0,9265.0,1478.0,854.0,,,462.0
False,,,139.10808,5.751,140.11536,1755,1095.0,1,No MS2,1,,,178.0,,,,,,,,,,,,,190.0,,2645.0,,1276.0,,,,446.0,390.0,,6233.0,,498.0,1873.0,,,,,,,,,,955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,,142.13577,5.751,143.14305,193876,1096.0,3,No MS2,1,21655.0,139509.0,134805.0,,368679.0,30825.0,184563.0,49335.0,22336.0,19905.0,245044.0,94833.0,190664.0,18731.0,179419.0,52198.0,,136410.0,99546.0,34710.0,69822.0,24899.0,35166.0,74970.0,116956.0,55819.0,215648.0,57954.0,93103.0,38945.0,31451.0,53579.0,93296.0,78593.0,44933.0,20694.0,77791.0,75506.0,43352.0,345202.0,107641.0,138528.0,76784.0,76724.0,18401.0,26388.0,353513.0,65116.0,62157.0,41682.0,48573.0,20276.0,15820.0,36348.0,62701.0,299407.0,49661.0,36545.0,36787.0,70506.0,17811.0,28506.0,37381.0,152793.0,21924.0,43353.0,199002.0,96064.0,97556.0,1125958.0,488461.0,241585.0,118742.0,76526.0
False,,,142.136,5.752,125.13265,197833,1094.0,3,No MS2,1,1988.0,8766.0,10412.0,1383.0,25342.0,1869.0,10514.0,4117.0,1449.0,1820.0,15454.0,7836.0,13574.0,1474.0,,4170.0,234.0,,6747.0,3109.0,4290.0,2319.0,2370.0,3810.0,7187.0,7901.0,15983.0,4150.0,6654.0,2648.0,,3633.0,6116.0,6456.0,2645.0,1175.0,5305.0,10193.0,3811.0,19186.0,7583.0,9286.0,5857.0,5701.0,1135.0,2389.0,13731.0,4558.0,4334.0,3500.0,4955.0,2218.0,1329.0,2592.0,4618.0,22338.0,3650.0,2667.0,1867.0,5163.0,1273.0,1934.0,2642.0,7389.0,1793.0,4000.0,14107.0,4569.0,6326.0,94500.0,36191.0,17494.0,2802.0,
False,,,86.07335,5.753,115.11189,6260,1096.0,2,No MS2,1,355.0,,,,1366.0,,,,,,,,,,,,,3535.0,1771.0,564.0,1826.0,154.0,408.0,727.0,,10038.0,5257.0,,3606.0,1359.0,,,505.0,602.0,149.0,,,,,,330.0,,166.0,,,,2285.0,,,494.0,,,,,413.0,,,,,,,,,,,,527.0,,736.0,,1793.0,836.0,,
False,,,138.06822,5.756,100.07574,13075,1097.0,1,No MS2,1,130.0,14399.0,5967.0,185.0,2353.0,,10643.0,4291.0,,,18309.0,,,,3107.0,160.0,,9542.0,1882.0,286.0,,,,2469.0,10447.0,1389.0,23167.0,,2199.0,,475.0,820.0,3486.0,822.0,,142.0,872.0,13839.0,225.0,28532.0,305.0,764.0,,,,,14096.0,726.0,1920.0,,485.0,,,,2902.0,,451.0,216.0,201.0,3412.0,,,,5965.0,,1086.0,206.0,8403.0,5559.0,1012.0,,,,
False,,,174.14121,5.757,115.07567,10111,1097.0,1,No MS2,1,,16489.0,,741.0,,953.0,,,1200.0,,18660.0,508.0,2942.0,1632.0,4869.0,3521.0,,14088.0,,3905.0,,,,7738.0,,19178.0,37103.0,2325.0,,,3078.0,,,,516.0,141.0,,,828.0,,,,1033.0,,,,,,1035.0,886.0,181.0,285.0,138.0,,,,,1864.0,627.0,,148.0,,,3578.0,170.0,,693.0,,,2183.0,3791.0,1985.0,,
False,,,138.06832,5.758,125.06004,12879,1097.0,1,No MS2,1,4765.0,28813.0,16765.0,542.0,13852.0,2082.0,49795.0,2178.0,3191.0,462.0,29634.0,2617.0,3431.0,1482.0,3844.0,868.0,,9161.0,7226.0,390.0,2255.0,,866.0,,7301.0,36493.0,19827.0,799.0,4320.0,1128.0,1400.0,6842.0,9223.0,5387.0,1535.0,,2982.0,5346.0,1806.0,12793.0,11338.0,2192.0,,,,,4867.0,2740.0,3396.0,,948.0,968.0,,,742.0,5406.0,1371.0,,,6607.0,,2036.0,187.0,2691.0,,730.0,915.0,2358.0,5159.0,5573.0,3526.0,1351.0,,
False,,,129.06702,5.759,99.117,6263,1097.0,1,No MS2,1,,1309.0,,,,,,,,,6156.0,,463.0,,,73665.0,,561.0,461.0,6255.0,207.0,,,,379.0,178.0,3123.0,,982.0,355.0,13330.0,,173.0,,179.0,,254.0,,,990.0,,,,,,,,,237.0,,,,,,296.0,,,,,349.0,,,,,,254.0,186.0,,227.0,,,,,
False,,,118.07836,5.762,119.08563,69982,1098.0,3,No MS2,1,32626.0,294180.0,231707.0,887.0,178031.0,157651.0,256526.0,,,,573807.0,2786.0,12531.0,,41792.0,3636.0,,136602.0,176026.0,139469.0,,,2772.0,3626.0,6891.0,,19646.0,2358.0,10854.0,8047.0,10468.0,16821.0,154167.0,8038.0,1939.0,1701.0,107597.0,583493.0,,1006094.0,10538.0,35529.0,,3936.0,,5800.0,42088.0,7328.0,6997.0,3467.0,,1596.0,,1312.0,10661.0,91378.0,7920.0,,2477.0,10533.0,,1915.0,3169.0,12558.0,2032.0,,,,27952.0,4277.0,,6120.0,,1168.0
False,,,127.05739,5.762,99.07282,13432,1100.0,1,No MS2,1,3093.0,8788.0,15938.0,6484.0,12256.0,7619.0,,14613.0,,8876.0,,7308.0,23264.0,2979.0,31223.0,13597.0,,36605.0,,6478.0,11214.0,4678.0,5021.0,10870.0,23416.0,24671.0,44694.0,7367.0,26410.0,9083.0,,12845.0,13945.0,12695.0,8955.0,4868.0,15525.0,21012.0,9063.0,43037.0,15731.0,10069.0,5907.0,,,2051.0,26673.0,20511.0,36885.0,13636.0,14789.0,10470.0,6314.0,9541.0,14037.0,34750.0,,9341.0,8151.0,25073.0,5629.0,10395.0,11178.0,39824.0,5152.0,9560.0,4723.0,33873.0,20516.0,,,,,
False,,,124.05262,5.763,125.0599,17618,1098.0,1,No MS2,1,,28813.0,16765.0,542.0,13852.0,2082.0,,2178.0,,462.0,29634.0,2617.0,3431.0,1482.0,3844.0,868.0,,,,,2255.0,334.0,866.0,,7301.0,,19827.0,799.0,4320.0,1128.0,1400.0,6842.0,9223.0,5387.0,1535.0,,2982.0,5346.0,1806.0,12793.0,11338.0,2192.0,,,,,4867.0,2740.0,3396.0,342.0,948.0,968.0,,,742.0,5406.0,1371.0,485.0,,6607.0,,2036.0,187.0,2691.0,,730.0,,2358.0,5159.0,5573.0,3526.0,1351.0,,
False,,,129.06685,5.763,99.07274,32968,1098.0,1,No MS2,1,3093.0,8788.0,15938.0,6484.0,12256.0,7619.0,28466.0,14613.0,,8876.0,22914.0,7308.0,23264.0,2979.0,31223.0,13597.0,,36605.0,,6478.0,11214.0,4678.0,5021.0,10870.0,23416.0,24671.0,44694.0,7367.0,26410.0,9083.0,8609.0,12845.0,13945.0,12695.0,8955.0,4868.0,15525.0,21012.0,9063.0,43037.0,15731.0,10069.0,5907.0,,,2051.0,26673.0,20511.0,36885.0,13636.0,14789.0,10470.0,6314.0,9541.0,14037.0,34750.0,,9341.0,8151.0,25073.0,5629.0,10395.0,11178.0,39824.0,5152.0,9560.0,4723.0,33873.0,20516.0,,,,,
False,,,142.06345,5.763,125.06007,5395,1098.0,1,No MS2,1,,,,542.0,,,,2178.0,,462.0,,,3431.0,1482.0,3844.0,868.0,,,7226.0,390.0,2255.0,,,,7301.0,,,,4320.0,,,,,,,,2982.0,5346.0,,,,2192.0,,,,,,2740.0,3396.0,,948.0,,,,742.0,5406.0,,,,6607.0,,,,2691.0,,,,2358.0,,5573.0,3526.0,1351.0,,
False,,,154.13602,5.77,99.07294,20136,1100.0,1,No MS2,1,,8788.0,15938.0,,12256.0,7619.0,28466.0,14613.0,,8876.0,22914.0,,23264.0,,31223.0,13597.0,,36605.0,,,11214.0,4678.0,5021.0,10870.0,23416.0,24671.0,44694.0,,26410.0,9083.0,8609.0,12845.0,13945.0,12695.0,8955.0,4868.0,15525.0,21012.0,,43037.0,15731.0,10069.0,5907.0,,,,26673.0,20511.0,36885.0,13636.0,14789.0,10470.0,6314.0,9541.0,14037.0,34750.0,,9341.0,8151.0,25073.0,5629.0,10395.0,,39824.0,5152.0,9560.0,4723.0,33873.0,20516.0,,,,,
False,,,56.06257,5.772,57.06985,192208,1100.0,5,No MS2,1,48934.0,636066.0,243359.0,1869.0,64297.0,3023.0,23055.0,5595.0,,2212.0,1038604.0,,23711.0,2388.0,52074.0,1637984.0,,117323.0,61912.0,145313.0,13175.0,5320.0,9132.0,19524.0,94478.0,102916.0,193848.0,5988.0,28972.0,15539.0,305533.0,4773.0,10304.0,13389.0,2494.0,1771.0,11799.0,,5030.0,58437.0,5003.0,3697.0,2950.0,3043.0,2088.0,4638.0,,6694.0,10979.0,3842.0,7133.0,3910.0,2261.0,5076.0,11314.0,36187.0,2946.0,4642.0,2309.0,11281.0,2147.0,3736.0,4774.0,30485.0,1887.0,15045.0,35499.0,10142.0,13707.0,,,,,58382.0
False,,,139.97013,5.772,83.07794,177489,1100.0,1,No MS2,1,6876.0,,43403.0,13785.0,31670.0,17636.0,,38102.0,7521.0,21048.0,,19341.0,62091.0,7987.0,77310.0,35859.0,,94427.0,43547.0,16027.0,31523.0,11700.0,11763.0,25717.0,59346.0,59045.0,118649.0,16492.0,67676.0,22457.0,,30614.0,36745.0,32966.0,22798.0,13243.0,40155.0,59768.0,22145.0,102928.0,36697.0,23300.0,15314.0,,7455.0,6178.0,68782.0,49325.0,90477.0,31549.0,33124.0,27219.0,15843.0,22683.0,34007.0,,,24207.0,22413.0,60863.0,13842.0,23219.0,29219.0,101793.0,12414.0,24446.0,10158.0,86125.0,48731.0,,,,,
False,,,120.09426,5.778,84.08105,15621,1101.0,2,No MS2,1,,9753.0,10693.0,,8496.0,,6651.0,1956.0,,,7243.0,,3319.0,,4289.0,,,21015.0,8680.0,3395.0,1508.0,,,10544.0,6408.0,2865.0,7988.0,,4831.0,883.0,,2240.0,3146.0,1290.0,,,3223.0,6402.0,,7932.0,,,,,,,13324.0,4343.0,4399.0,1375.0,,705.0,,,1590.0,14667.0,,,,4651.0,,,,10177.0,386.0,734.0,323.0,3982.0,3982.0,,,,,
False,,,113.04781,5.779,114.05508,36224,1101.0,1,DDA for preferred ion,2,,,84181.0,,,,101670.0,,2625.0,2436.0,162708.0,7426.0,11575.0,2621.0,32392.0,4488.0,,59492.0,14494.0,,13793.0,,2567.0,,99232.0,,,,,,,,,6309.0,1843.0,417.0,18902.0,174704.0,,126402.0,,5087.0,5143.0,,2131.0,852.0,47865.0,4466.0,4066.0,181.0,,,,,,703721.0,,2965.0,1701.0,7650.0,,2861.0,2942.0,28476.0,1799.0,9283.0,3904.0,,24632.0,,,,,
False,,,296.07564,5.78,99.09668,16872,1102.0,1,No MS2,1,,20880.0,39461.0,,35986.0,,37211.0,21889.0,,,75160.0,,,,,18787.0,,63841.0,,5524.0,,,,13484.0,69524.0,31986.0,84130.0,,51016.0,10719.0,9019.0,16018.0,27836.0,,,,,47313.0,,,8911.0,,,,,,,,,,6911.0,6950.0,,6755.0,12497.0,134191.0,9841.0,,,,3293.0,,,,,,,100206.0,,,,,,
False,,,136.12506,5.782,118.06516,6363,1102.0,1,No MS2,1,,7234.0,4200.0,,2669.0,,125800.0,2709.0,,,6103.0,,,,,,,9923.0,2332.0,2032.0,,,,1298.0,533.0,904.0,2303.0,,1170.0,,,223.0,,,,,1971.0,9638.0,,1857.0,,,,,,,3143.0,,,,,,,,379.0,3930.0,,,,,,,,,,,,,2351.0,473.0,,,,
False,,,120.0575,5.783,121.06477,35615,1102.0,4,DDA for preferred ion,2,1078.0,,,396.0,,,7020.0,46741.0,1216.0,676.0,,,,,,,,,,,,1752.0,3781.0,66010.0,,33932.0,,,,4921.0,,,,,,156.0,,,,,,,,,724.0,1155.0,91676.0,7931.0,6572.0,3006.0,,1443.0,323.0,1921.0,,,,3947.0,,,836.0,2945.0,1422.0,44259.0,1906.0,5936.0,,,112139.0,569304.0,,125045.0,,
False,,,93.05789,5.788,78.04649,9181,1103.0,2,No MS2,1,,18236.0,13312.0,188.0,,1988.0,2685.0,,,,14303.0,328.0,642.0,446.0,,,,1367.0,2767.0,,,,,,,,,212.0,,,860.0,797.0,913.0,,,,,2823.0,,5074.0,503.0,1419.0,289.0,,,,5268.0,,,,163.0,,,,,,,,,,,,,,,,,,3272.0,,,,,156.0
